Permit_Number,Date_of_Submission,Date_of_Permit_Issuance,Completed_Date,Expiration_Date,Permit_Name,Work_Type,Primary_Work_Scope,Permit_Status,Civic_ID,Civic_Number,Street_Name,Community,PID,Type_of_Structure,Work_Description,Active_Parcel,District
"DEVONLY-2024-12764","2024-09-18 12:00:00","2024-10-11 12:00:00","2024-10-11 12:00:00","2025-10-11 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",5831,12,"AHMADI CRES","BEDFORD","40734873","Dwelling - Single Detached","Short Term Rental","Y","District 16"
"DEVONLY-2024-12772","2024-09-12 12:00:00","2024-09-12 12:00:00","2024-10-23 12:00:00","2025-09-12 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",76711,1259,"BARRINGTON ST","HALIFAX","00092783","Commercial","STR - Unit 7","Y","District 07"
"DEVONLY-2024-12784","2024-09-09 12:00:00","2024-09-27 12:00:00","2024-10-23 12:00:00","2025-09-27 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",59840,3536,"ACADIA ST","HALIFAX","00086033","Dwelling - Single Detached","Short Term Rental - Bedroom Rentals","Y","District 08"
"DEVONLY-2024-12844","2024-09-16 12:00:00",,,,"Development Only Permit","Residential","Short Term Rental","Applicant Revisions",167655,170,"TITANIUM CRES","HALIFAX","41369851","Dwelling - Single Detached","I'm not undertaking any renovation or development. I'm simply requesting a permit because the HRM requires it for this year's short-term rental registration. I already operate a short-term rental in my primary residence, where I live, and the basement suite is used for the rental.","Y","District 11"
"DEVONLY-2024-12881","2024-09-11 12:00:00","2024-12-20 12:00:00","2024-12-20 12:00:00","2025-12-20 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",80931,9,"MARRIOTT ST","HALIFAX","00307900","Accessory Structure","Small Storage Shed","Y","District 11"
"DEVONLY-2024-12899","2024-09-10 12:00:00",,,,"Development Only Permit","Residential","New Building","Applicant Revisions",76637,6258,"JUBILEE RD","HALIFAX","00048876","Dwelling - Multiple Units","JUBILEE RD.- COLLAGE (Collaborative Aging) PROJECT
*We are looking for high level approval of our concept before moving forward with detailed design.

The site is at the intersection of Jubilee Rd and Preston St. It consists of 3 lots (6258, 6262/64 and 6270 Jubilee) with a total land area of 7,819 sq.ft. (726.4 sq.m). Each of the 3 houses currently on the site has 3 apartment units and in total there are now 27 bedrooms.

This project meets an urgent need for affordable and accessible ageing in place  housing that is missing in Halifax. It is intentionally designed for seniors in the “in-between phase” of needing a smaller home and wanting to downsize, but not yet ready to move into an isolating “care” facility; needing their independence and identity but also wanting to be part of an active and engaging community. 30% of the homes will be affordable.

The proposal is to build a total of 20 homes on the site. Each of the homes has direct and visible access from outside. 19 of the homes have a bedroom, a living area and their own kitchenette (with no 220 wiring). The 20th home on the south east corner of the property has a similar living area, but has 3 bedrooms (intended for students).
All together there are 22 bedrooms.

All of the homes:
-Are accessible and have a front door with direct entry and visibility from outside
-Have access to 2 full shared kitchens-as common space to cook, eat, gather and collaborate
-Have a roll in bathroom and a storage wall
-Fronts onto a south facing courtyard with a community garden and places for outdoor activities ( social, contemplative, fun and green),and
-Have operable windows (light/air) and a balcony or porch/solarium on 2 sides.

The project:
-Designed to fit with the character and quality of the streetscape and a sense of place. A brick exterior, bay windows, and turret influenced by architects from Halifax’s past, specifically, Maxwell who designed the brick townhouses on Jubilee near Robie, Henry Elliot who designed the old Brightwood building, and his brother, who designed Halifax City Hall. The continuity of design familiar to the neighbourhood is crucial to creating a shared sense of place between the new building’s residents and the rest of the community.
- Provides a model for affordable intergenerational living A mix of affordable (30%) homes for seniors as well as two dwellings for students creates an intergenerational, mixed-income community that is able to meet the needs of a diverse range of residents
-Centred around green space, 50% of the site area is open space. The Courtyard is green with porous paving. It is enclosed by a green wall/fence. It serves as an entry area to all of the homes and a place for year round social and recreational activity. Shared amenities like a clothesline, a dog run, a shady spot to sit/, an outdoor barbecue…. encourage, collaboration and community.
-The roof is green. It serves as a social and recreational deck; it has an outdoor edible garden:  and is accessed through and bounded on the south side by a greenhouse/solarium. The greenhouse/solarium makes it possible to be outdoor in most seasons, builds community and increases food security and self-reliance
-The building Includes a small-scale social enterprise off the kitchen that offers high-quality comfort food (soup, sandwiches, salads, sweets and beverages) for the homes as well as serving as a link to the community via a take-out window.
-The design is innovative and targets net zero energy.

Collage offers a model of a place to live where one can continue to have access to what is most important during this still active phase of life, and not be forced to give up so many aspects that support positive social outcomes. The design adheres to the Regional Centre land-use by-law, and is a reflection of the positive, community-building design that can result from the Housing Accelerator Fund-mandated upzoning in urban residential neighbourhoods.","Y","District 07"
"DEVONLY-2024-12975","2024-09-11 12:00:00","2024-09-20 12:00:00","2024-09-20 12:00:00","2025-09-20 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",59404,11,"SUMMIT HEIGHTS RD","DARTMOUTH","00226605","Accessory Structure","8x10 shed","Y","District 03"
"DEVONLY-2024-13028","2024-09-13 12:00:00","2024-09-27 12:00:00","2024-10-24 12:00:00","2025-09-27 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",174774,86,"FLATROCK CRES","BEECHVILLE","41525494","Dwelling - Townhouse","short term rental - bedroom","Y","District 12"
"DEVONLY-2024-13051","2024-09-23 12:00:00","2024-10-31 12:00:00","2024-10-31 12:00:00","2025-10-31 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",163100,11,"POONAM CRT","DARTMOUTH","41355074","Dwelling - Single Detached","short term rental of space within basement of primary residence","Y","District 06"
"DEVONLY-2024-13073","2024-09-19 12:00:00",,,,"Development Only Permit","Residential","Short Term Rental","Applicant Revisions",171601,27,"ROBERT ST","FALL RIVER","00528372","Commercial","one bedroom short term rental unit in non-primary residence","Y","District 01"
"DEVONLY-2024-13151","2024-09-12 12:00:00","2024-09-27 12:00:00","2024-10-23 12:00:00","2025-09-27 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",108180,27,"KENSINGTON CRT","LAWRENCETOWN","40792996","Dwelling - Single Detached","short term bedroom rental","Y","District 02"
"DEVONLY-2024-13186","2024-09-13 12:00:00","2024-10-01 12:00:00","2024-10-24 12:00:00","2025-10-01 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",167805,54,"TRAVERTINE CRT","HALIFAX","41372970","Dwelling - Single Detached","Short Term Bedroom Rental","Y","District 11"
"DEVONLY-2024-13216","2024-09-12 12:00:00","2024-10-01 12:00:00","2024-10-01 12:00:00","2025-10-01 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",49694,16,"LEAMAN DR","DARTMOUTH","00056804","Accessory Structure","Construct Shed","Y","District 05"
"DEVONLY-2024-13239",,,"2024-09-13 12:00:00",,"Development Only Permit","Residential","Renovation","Cancelled",,,,,,"Dwelling - Single Detached",,,"Unidentified"
"DEVONLY-2024-13254","2024-09-13 12:00:00",,,,"Development Only Permit","Residential","New Building","Applicant Revisions",53106,336,"WINDMILL RD","DARTMOUTH","00090761","Dwelling - Multiple Units","This site has been previously discussed with HRM planning.
- 330 Windmill in final negotiations with HRM for sale to Cedarmount. Passed by council as surplus and roadway closure.
- 3 Sprinhill Rd was rezoned to COR in recent center plan amendments. Part of HAF I believe
- Work to include demo of existing buildings, excavation and construction of new building.","Y","District 05"
"DEVONLY-2024-13298","2024-09-27 12:00:00","2024-10-09 12:00:00","2024-10-09 12:00:00","2025-10-09 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",131653,42,"MORNINGSONG LANE","STILLWATER LAKE","41241191","Accessory Structure","Storage Shed","Y","District 13"
"DEVONLY-2024-13319","2024-09-13 12:00:00","2024-09-18 12:00:00","2024-09-18 12:00:00","2025-09-18 12:00:00","Development Only Permit","Residential","New Building","Completed",100658,401,"RIVER DR","LAKE ECHO","00560235","Dwelling - Single Detached","Proposed single unit dwelling","Y","District 02"
"DEVONLY-2024-13365","2024-10-21 12:00:00","2024-11-07 12:00:00","2024-11-07 12:00:00","2025-11-07 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",17899,61,"SILVER MAPLE DR","TIMBERLEA","40376865","Dwelling - Semi-Detached","Applying for Short Term Rental permit ( AIRBNB ) For 4 Rooms","Y","District 12"
"DEVONLY-2024-13403","2024-09-16 12:00:00","2024-09-20 12:00:00","2024-10-25 12:00:00","2025-09-20 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",29948,59,"CRANE COVE RD","PROSPECT BAY","40039067","Commercial","Commercial Short Term Rental (Tourist Accommodation)","Y","District 13"
"DEVONLY-2024-13421","2024-10-07 12:00:00","2024-10-09 12:00:00","2024-10-29 12:00:00","2025-10-09 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",60018,92,"QUEEN ST","DARTMOUTH","00233296","Commercial","Short Term Rental - Entire enclosed apartment, Apt 2","Y","District 05"
"DEVONLY-2024-13490","2024-10-02 12:00:00","2024-12-18 12:00:00","2024-12-18 12:00:00","2025-12-18 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",129505,5620,"SOUTH ST","HALIFAX","41030727","Commercial","Primary resident operated short-term rental","Y","District 07"
"DEVONLY-2024-13525","2024-11-07 12:00:00","2024-11-08 12:00:00","2024-11-08 12:00:00","2025-11-08 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",118978,152,"STRATFORD DR","COLE HARBOUR","40642613","Accessory Structure","New accessory building","Y","District 04"
"DEVONLY-2024-13554","2024-09-16 12:00:00",,,,"Development Only Permit","Residential","Short Term Rental","Applicant Revisions",18415,91,"ADELAIDE AVE","HALIFAX","00266387","Commercial","This is an application for a permit for STR.","Y","District 10"
"DEVONLY-2024-13570","2024-09-16 12:00:00","2024-10-11 12:00:00","2024-10-11 12:00:00","2025-10-11 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",166737,111,"ONYX CRES","HALIFAX","41371196","Dwelling - Semi-Detached","Short-Term Rental","Y","District 11"
"DEVONLY-2024-13580",,,"2024-09-24 12:00:00",,"Development Only Permit","Non Residential","Addition","Cancelled",,,,,,"Accessory Structure",,,"Unidentified"
"DEVONLY-2024-13623","2024-09-18 12:00:00","2024-10-18 12:00:00","2024-10-18 12:00:00","2025-10-18 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",128854,75,"FIELDSTONE ST","HALIFAX","41076373","Dwelling - Single Detached","Short Term Rental - 1 bedroom.  No renovation.","Y","District 11"
"DEVONLY-2024-13669","2024-09-18 12:00:00",,"2024-10-25 12:00:00",,"Development Only Permit","Residential","Short Term Rental","Withdrawn",59726,292,"PORTLAND ST","DARTMOUTH","00243568","Dwelling - Single Detached","Renting one room in basement","Y","District 05"
"DEVONLY-2024-13701","2024-09-19 12:00:00","2024-10-11 12:00:00","2024-10-11 12:00:00","2025-10-11 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",6333,32,"JAMES WINFIELD LANE","BEDFORD","40671166","Dwelling - Single Detached","Short Term Rental - One Bedroom","Y","District 16"
"DEVONLY-2024-13775","2024-09-17 12:00:00","2024-10-04 12:00:00","2024-10-29 12:00:00","2025-10-04 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",28798,2151,"OLD SAMBRO RD","WILLIAMSWOOD","40071391","Dwelling - Single Detached","Short-Term Rental","Y","District 11"
"DEVONLY-2024-13781","2024-09-18 12:00:00","2024-10-29 12:00:00","2024-10-29 12:00:00","2025-10-29 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",6313,16,"BLANCHARD CRES","BEDFORD","40649147","Dwelling - Single Detached","I am applying for a STR for an existing basement apartment in our permanent residence.","Y","District 16"
"DEVONLY-2024-13817","2024-09-20 12:00:00","2024-10-11 12:00:00","2024-10-11 12:00:00","2025-10-11 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",119588,9,"PARKEDGE CRES","COLE HARBOUR","40711590","Dwelling - Single Detached","short term rental space (bedroom) within primary residence above garage","Y","District 04"
"DEVONLY-2024-13859","2024-09-18 12:00:00",,,,"Development Only Permit","Non Residential","Accessory Structure","Applicant Revisions",2190,1462,"BEDFORD HWY","BEDFORD","41463886","Accessory Structure","Placing a modular kitchen behind the current structure located at 1462 Bedford highway to support the development of a taproom restaurant at that location.","Y","District 16"
"DEVONLY-2024-13899","2024-09-20 12:00:00","2024-10-02 12:00:00","2024-10-02 12:00:00","2025-10-02 12:00:00","Development Only Permit","Residential","Home Occupation","Completed",20086,154,"ROSEDALE AVE","HALIFAX","00253252","Dwelling - Single Detached","Operate business out of home teaching music lessons","Y","District 10"
"DEVONLY-2024-13934","2024-09-18 12:00:00","2024-10-15 12:00:00","2024-10-15 12:00:00","2025-10-15 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",68197,2470,"AGRICOLA ST","HALIFAX","00151373","Commercial","Short-Term Rental","Y","District 08"
"GP-2021-00278","2021-01-08 12:00:00","2021-01-20 12:00:00","2021-01-20 12:00:00","2022-01-20 12:00:00","Development Only Permit","Residential","Basic & Land Use Only","Completed",79839,6160,"MURRAY PL","HALIFAX","00068957","Residential","Building a single story shed, 8x26 (208 square feet)
Concrete floor, 2x4 walls and a single sloped shed style roof.","Y","District 07"
"GP-2021-00300","2023-02-05 12:00:00",,,,"Development Only Permit","Residential","New Building","Applicant Revisions",50846,,"JACKSON RD","DARTMOUTH","00056366","Dwelling - Multiple Units","52A Jasckson Road, Dartmouth, Nova Scotia is an existing property with a 2 units property zoned ER-2 that allow a 4 units development. The current property has been used as a two units apartments, apartment with first floor 2 bedroom plus den apartment, and 1 unit in the second level with 2 bedrooms accommodation apartment. There are assorted types of properties from single homes and various apartments developments on this street.

The development application is a multiunit of a 9 Units for the 6,562 Sq. Ft Lot. The proposal has taken all Land Use Bylaws in considerations and has met all requirements except the amount of units proposed for an 10 units multiunit apartment building in this current R-2P zoning to move towards Multiunit development for a R3 Zoning requirements. The hope is to make this development cost effective. This would allow the possibilities to make a potential affordable housing for the greater public use. Our clients, Efunkoya Omolola Tosin and Efunkoya Ayoola Opeyemihas requested to propose more units for the new development to make sure it is both a project that will help to improve the neighborhood as well units that will allow tenants for comfortable spaces as well financially feasible.","Y","District 05"
